,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127
miRNA_335,0.0023003928,0.0014353115,-0.0023721382,-0.0035120323,-0.001064349,-0.00435937,0.007767087,-0.0038182624,0.005979916,-0.004883161,0.007158082,0.0066851526,0.005767856,-0.005967241,-0.0036589857,-0.0039958414,-0.0042300355,0.001932783,0.0036972575,-0.0046082363,-0.0036673993,0.0073587727,-0.0021437462,-0.002638394,0.00064739585,-0.004010599,-0.004214585,-0.0035250876,-0.0029226728,0.003217537,-0.001990728,0.0011673495,-0.004669074,0.0060579646,-0.0054607578,-0.0020116381,0.0008365307,0.00538313,-0.0027168132,0.0049646664,-0.0062445104,-0.001743339,-0.00037252717,0.007270664,-0.0072129034,0.0029605161,0.0039638095,-0.007742323,-0.0073362626,-0.005960293,-0.0047106445,-0.0002979394,0.00039405935,-0.0029102415,-0.0048724543,-0.0033851694,0.005411191,-0.0064338576,0.0067920424,-0.0014399942,0.00568603,0.0008785501,-0.005041158,0.0027830563,-0.0069387723,-4.2557716e-05,-0.00035663694,-0.0015231874,-0.004475616,0.0050091036,0.00146956,0.0021755025,0.0018879417,0.0020561218,-0.0055755265,0.0071879793,-0.0012660827,0.0036680102,-0.00022659637,-0.0076157805,-0.004002223,-0.0018222611,0.005257113,0.00036419556,-0.0075517073,0.0044507515,-0.0050641596,-0.0048972107,-0.0061122105,-0.0010047909,-0.0076468587,-0.006224066,-0.0046254955,-0.001838617,-0.0011434108,-0.007195201,0.0037819445,0.0002187267,0.003997788,-0.0035996493,0.0033959765,-0.0029514432,0.005833583,-0.007303845,0.002090769,-0.0069331136,-0.001749903,0.0076430365,-0.0057828426,0.0067400783,-5.4836273e-05,-0.001970891,0.00055504404,-0.00570501,-0.0074344743,-0.0028860047,-0.006316999,0.0029782485,0.001374865,-0.002039548,0.0026200023,-0.0011448096,-0.00019315258,-0.0034351926,-0.004882071,-0.007489022,0.0039936807,0.0036240965
miRNA_336,0.002043642,-0.005753776,0.0023969728,0.0075542945,0.0070223697,0.007684406,-0.0056542363,0.0037184544,0.0072369017,0.0019093174,-0.0037627723,-0.0055446792,0.003954388,-0.002048863,-0.0049945693,0.004484102,-0.0015645213,-0.00014808215,0.0051824953,-0.0041147172,0.0075216927,0.0059162453,-0.0055800453,-0.0073857643,-0.004642118,0.0018297583,0.0052175466,-0.0024781525,0.004753528,-0.0046476237,0.0013609696,0.002413977,6.9588423e-06,-0.0076870658,-0.0015635323,0.0048640184,0.0030171517,0.0025981907,-0.0047383104,-0.0069740824,0.0031056534,0.0014299471,-0.005203169,0.003809642,-0.00095267594,-0.00050739944,0.0059581175,0.007195484,0.0076857638,-0.00036147423,0.004108412,-0.0024263244,-0.0065612383,0.00028473884,0.0012859907,0.00015169755,0.004557969,0.0046063773,0.007653691,-0.0048100185,0.000162201,-0.00039309263,-0.006394118,-0.002581494,-0.002536606,-0.0020621363,0.007265186,0.0023143496,0.0055346936,-0.003079433,-0.0011806265,-0.00210228,0.0017412547,-0.002860587,-0.0048450604,0.0053281933,-0.0025984216,0.0044531766,0.00092838146,-0.00048529543,-0.00012137182,-0.004020892,0.0074965227,-0.0074469447,-0.005180439,0.004525339,0.0074912217,0.004599413,-0.007008683,0.0077981576,-0.0007766802,0.0011928063,0.0033473,-0.0036474578,0.0063557364,0.005555194,-0.0064352527,0.0033149123,0.00059851445,0.00054191984,-0.00039973296,0.0048518945,-0.006204916,0.007238159,0.0070812237,5.1653013e-05,0.0020830948,-0.0055525377,-0.0026658028,-0.0033063926,0.0077941287,-0.00679343,0.0024126265,0.005847983,-0.0067221,-0.0057821665,0.0029723383,-0.0065061133,-0.0066418964,0.0071319286,-0.003538113,0.0075900964,-0.0048807748,-0.0026482735,-0.0024109203,-0.0066437908,0.0024313536,0.0017301627
miRNA_337,0.078213654,-0.23848014,-0.3753207,0.37441033,0.64884,-0.68261975,0.36392942,0.40352392,-0.13814732,0.12281623,0.13303117,0.075311296,0.20589036,-0.25320128,-0.001685741,-0.0036065765,0.2876521,-0.87776375,-0.3818084,0.67522943,-0.04213206,0.49633977,-0.670362,0.4455012,0.15003932,-0.37446505,-0.61166465,-0.77615494,0.47527656,0.27460364,-0.30965632,-0.3192211,0.14016947,0.13199705,-0.3647609,-0.33008027,-0.22907215,-0.15149,0.63897365,0.32129097,0.3458106,0.1788542,-0.21023388,-0.8328222,0.23557384,-0.049031284,0.35209185,-0.08439317,-0.13814215,-0.10201142,-0.08682887,0.59305644,-0.030849935,-0.19562574,-0.120523706,-0.09441784,-0.09016495,-0.32534403,-0.09682768,0.6581002,0.44518408,-0.84137374,0.96635175,0.46839938,-0.0646168,0.5376744,0.73662597,0.2502512,-0.042243205,0.15194353,0.47772464,0.2859633,-0.6115121,0.15038764,-0.050364636,0.607247,0.3895091,0.20244873,-0.12262904,-0.31535733,-0.28704372,-0.2660467,0.5531989,-0.20816746,0.17298295,0.1757895,0.36017886,0.0011589078,-0.1964283,0.35739934,-0.30217355,0.48863697,-0.56371844,0.42292923,0.10659725,-0.69900364,0.21182966,0.26024914,0.22601867,0.35439682,-0.37385714,0.32848546,0.06472167,-0.5829355,0.43951055,0.4638247,-0.043257046,0.008817458,0.052462816,0.18575744,-0.36506993,0.18406491,-0.068153545,-0.086614564,-0.026742928,-0.4305253,0.73526716,-0.22604196,-0.33467853,0.15891877,0.19425705,0.3409618,-0.09711451,-0.41543388,0.71442974,0.38847366,0.15461738,-0.07266597
miRNA_338,0.19810748,-0.15225257,-0.27617735,-0.37524754,-0.25737876,-0.5597827,0.18258597,0.08882207,-0.061178703,-0.33344096,0.2570656,0.17989531,0.16485655,0.09915296,-0.0037578938,0.5520597,-0.11774969,-0.061181314,-0.10200333,0.523688,-0.03252631,0.16691093,-0.6641886,-0.00145206,0.015158102,-0.41602623,-0.08941665,-0.28592542,0.4482082,-0.33623978,-0.6479537,0.074271485,-0.17500661,0.08224257,-0.099524446,-0.40248424,0.05039664,-0.6774385,0.27188122,-0.10886019,-0.27754498,-0.112511575,-0.04633331,0.15905467,0.07004533,-0.17617825,0.23301068,0.03863956,0.39335546,0.3328081,0.008986258,0.29359916,-0.20975463,-0.2698203,0.18003267,0.36078387,-0.07058172,-0.30451393,0.7543341,0.5984308,0.17393678,-0.540826,-0.5918108,-0.32854494,-0.107023075,-0.110398114,0.6686989,0.22846548,0.3022309,-0.1723393,0.07300471,0.37826502,-0.32005176,-0.2975616,-0.09635727,0.12661043,-0.2009212,0.21012743,-0.115021795,-0.0626645,-0.3631756,-0.42962918,-0.24926887,0.029850386,0.7471234,-0.06009945,-0.17927504,-0.19710773,-0.12200776,0.2236018,0.07747748,-0.046659786,-0.0061562904,-0.13552266,0.03898091,-0.65639997,0.06951268,-0.38389012,-0.54314137,-0.14417389,-0.15244505,0.030368112,0.081423044,-0.133479,0.013008414,0.49174204,-0.031849567,-0.26429185,-0.15215875,0.0042836345,-0.41201854,0.0144019,-0.14483137,0.17023249,0.13056035,-0.09229864,-0.026093915,-0.10694016,-0.16914932,0.09466156,-0.52821726,0.6508382,-0.2727441,0.20284453,-0.25668502,-0.09339615,0.3255765,-0.43775973
miRNA_339,0.1340682,0.06938328,-0.31486535,0.08634815,0.12331321,-0.33121437,-0.122111104,0.385389,-0.2730022,0.1524073,0.08921945,0.11237404,-0.43374628,-0.18983543,0.14038418,-0.09023137,0.45943743,-0.40915158,-0.33415154,0.31173685,0.07907141,0.4163991,-0.0744608,0.07333993,0.45445195,-0.026139708,-0.60884243,-0.20069961,-0.04122577,0.13839577,-0.37794363,0.14778998,0.3264432,0.40286008,-0.17037171,-0.33225727,-0.08286705,-0.099721245,0.6682619,0.36282074,-0.085827045,-0.22385724,0.02243036,-0.100224644,0.29541457,0.266588,-0.13449347,-0.07525706,0.038192593,0.09938778,0.1334737,0.52471393,-0.52360576,-0.3452761,0.080126345,0.2516911,-0.2102496,-0.26600328,-0.17815584,0.5089991,0.16794142,-0.14622636,0.5461694,0.18771599,0.04785754,0.052842986,0.5491905,0.12981255,0.19246054,0.48993215,0.3503598,0.17001517,-0.41844723,-0.17460896,-0.050656855,2.1775159e-05,0.6592343,-0.03842188,-0.31705943,-0.08021841,-0.34934184,-0.21175273,-0.19298822,0.106896654,0.32167542,0.27529052,-0.078438476,0.018589558,-0.046360265,0.07350159,-0.23801117,0.304487,-0.30028954,-0.09139959,-0.17543261,-0.5529481,0.00066275895,-0.25455198,0.100984894,-0.033632733,0.16293263,0.33067384,0.19807412,-0.5558212,0.29564524,0.37380558,-0.2356708,-0.07199572,-0.6365918,0.22820583,-0.03677931,-0.34192988,-0.05596408,-0.23687984,0.062456056,0.06679976,0.76613605,-0.15022556,-0.05755361,-0.42869243,-0.2255819,0.28183377,0.011007848,0.0952275,0.18752001,-0.04217593,0.25656772,-0.3715275
miRNA_340,-0.33944473,-0.021947838,-0.4616692,-0.4213025,0.43323755,-0.3264941,0.27666894,-0.2309953,0.20106313,-0.1952192,0.6831469,-0.20278169,0.2932972,-0.07484398,0.15704417,0.21029735,0.028578738,0.051417384,-0.54793334,0.12185055,0.11471971,-0.044379044,-0.43997398,-0.22630692,-0.16949049,0.14062554,0.12471165,-0.03675212,0.25600728,-0.71829695,0.069363356,-0.21811578,-0.024538178,0.11621533,-0.29345712,-0.3173531,0.63108367,-0.447894,0.6850637,-0.08914756,0.09490442,-0.33145568,0.36106837,-0.32884267,-0.54425657,-0.47169888,0.11745628,-0.115943246,0.18500465,0.102302276,0.3528305,0.25044584,0.08609362,0.45824856,-0.17415343,-0.0020188605,0.23533791,-0.30859306,-0.1871718,0.77977794,-0.25506654,0.0911348,-0.11807439,-0.08309029,-0.107288085,0.42024577,-0.30766118,0.28575477,-0.73456603,0.15884997,0.74300873,-0.42586163,-0.13989788,0.015496074,-0.35532922,0.13385722,0.7029952,-0.4878769,0.22791918,-0.1985007,0.71805876,-0.698442,-0.53119403,0.021021398,-0.28916335,-0.26513177,0.3034848,-0.28639334,-0.18504566,0.1515981,-0.22057705,0.39355946,-0.4748493,0.12633201,0.25685114,-0.059856158,-0.0025752198,-0.511237,0.06136825,0.39428118,-0.81533307,0.35114235,-0.393103,-0.123502254,0.45017827,-0.17929271,-0.705653,-0.09658822,-0.19432884,0.07324101,-0.41124025,0.027755938,0.23760204,-0.049117714,-0.17631051,-0.8006914,0.22870727,0.0041274624,0.0109305335,-0.008577657,-0.16051665,-0.11182132,0.25926924,0.09214728,-0.5768791,-0.3177239,0.14321461,-0.10206623
miRNA_341,-0.019119745,-0.09006939,0.2444533,-0.40472788,0.21168071,-0.34680927,-0.13135739,0.09693133,0.5347476,0.49670696,0.09707048,0.05090793,0.41607562,-0.026353627,0.15045671,-0.0016906768,-0.11973442,-0.02572635,-0.08119191,0.1510273,0.050325204,0.13581088,-0.6746871,-0.21261339,0.2985198,0.05487133,-0.18219683,-0.45913795,0.07143121,-0.21201397,-0.562003,0.70212495,0.4009274,-0.00732613,0.056578577,0.12645891,0.12769501,0.041184466,-0.6955591,0.008058269,-0.28851667,0.18226787,-0.15412083,-0.14309068,0.58500355,-0.2902529,0.07242003,-0.62483734,0.45492566,0.21650098,0.06736408,-0.010432831,-0.016833857,-0.28617647,0.057198655,0.081105225,0.09216504,-0.21673572,-0.2497459,-0.04689142,0.37985647,0.04889151,0.31699774,-0.5713345,0.2642407,0.026236707,0.14337355,-0.18353479,0.27728924,0.049866747,0.22829708,0.17690362,-0.208305,-0.3080138,0.26170596,-0.16045886,-0.037415355,0.12619488,0.3260053,0.37979537,0.19118309,0.037215106,0.015515434,0.09384435,0.54933083,0.31633127,0.28221953,-0.6503353,-0.34060848,0.19308077,-0.4331509,0.23566656,0.0050275284,0.230706,0.37607262,0.19170691,0.08720739,-0.50214344,-0.104606226,-0.097881705,-0.4629013,0.39953682,-0.03188211,-0.08315918,-0.19058229,0.11674374,0.043839756,-0.28700683,-0.13551016,0.16319592,-0.17376314,0.034940436,-0.00949715,0.36983803,-0.22406626,0.023862485,0.20335677,0.07811507,-0.18140067,0.19252439,-0.3732009,0.0701496,0.21025738,-0.3258887,0.08293976,0.038759865,-0.42459983,0.2647401
miRNA_342,-0.35612196,-0.4027742,1.1454186,-0.87567794,0.583964,-0.522259,0.34126514,-0.2422637,-0.861582,0.35016572,0.15319403,0.39063156,-0.23725258,-0.30841422,-0.106516786,0.6100074,0.20620221,0.38937455,0.00092253654,0.904641,0.36897582,0.12957944,-0.9453042,0.7330856,0.038158618,0.20235875,-0.37331265,-0.6087754,0.55230314,-0.473016,-0.336895,0.62457186,0.21863505,-0.3991703,-0.2372149,0.086646974,-0.21018772,-0.71350634,-0.0021380074,0.7162798,0.53741866,-0.3122206,0.03322146,-0.13171034,-0.38067803,-0.26331443,0.56652284,-0.56353456,-0.45883435,0.28084236,-0.05507856,0.17414291,0.15828303,0.08542305,0.24490291,0.5646192,0.44708225,-0.13578577,-0.28053957,0.23268639,-0.15809168,0.5269996,-0.02409874,-1.0208828,-0.40730193,-0.704022,-0.14035726,-0.09801181,0.1260787,0.28019428,-0.20250177,-0.05325633,-0.21856879,-0.43117413,0.08966879,-0.4730309,-0.18722092,-0.036182433,0.10151436,-0.107583895,-0.31521338,-0.16942556,0.62363374,-0.12638013,-0.336213,-0.13645796,0.5053457,0.23149356,0.32417032,0.075451136,0.5179777,0.08693041,-0.45621404,0.29814538,-0.07946993,0.13044614,0.08778549,-0.84989977,0.21379945,0.12680663,-0.24874914,0.07792444,0.12951034,-0.045369342,0.22692373,0.22628276,0.2071159,-0.22958355,0.009055608,0.016283758,1.0304316,-0.29281548,0.32474545,0.43279067,0.15234786,-0.6193677,0.39856252,-0.027536023,-0.3838524,-0.008225249,-0.2792011,-0.116980754,-0.25298172,-0.31063205,-0.026066938,-0.117939055,0.01115891,0.023341054
miRNA_343,-0.028527627,-0.6472126,-0.37939608,-0.13048773,0.10443528,-0.3038824,0.5390786,-0.28563583,-0.6671658,-0.43946034,-0.37353253,-0.35932833,-0.25974306,0.41626963,0.09674265,0.2201209,-0.08214816,0.11550315,0.14008452,-0.12566704,0.024095627,0.4063471,-0.22161458,-0.09303542,0.5711786,0.26068896,-0.11559738,-0.9370596,0.052301936,-0.33161846,0.22026703,0.755682,0.09161903,0.20741951,-0.07157922,0.12811369,0.13747865,-0.48683146,0.31788078,-0.15577784,-0.113849774,0.030369619,0.038042102,-0.33607164,0.14345448,0.33385962,0.47186893,0.26627636,0.4959689,-0.011417904,-0.099453345,0.03680844,0.30388817,-0.2553115,-0.08402027,0.2867406,0.42511648,-0.27169177,-0.2882541,0.39000747,0.15692,-0.18809232,0.08957816,-0.56995636,-0.0029578109,-0.23893316,-0.10005911,0.5533684,-0.16207564,0.1455512,0.13239811,-0.032463644,-0.18294671,-0.54966784,-0.41248232,0.28178844,-0.07878601,0.16623713,-0.58670694,0.46935457,-0.058881205,-0.7161328,0.04809794,0.01592103,0.13920349,-0.002535311,-0.18939762,-0.60788363,-0.024472281,0.22579259,0.34909314,-0.1728506,0.17620346,-0.16096304,-0.16261625,-0.328431,0.08556665,-0.23527154,-0.08921089,0.3321026,0.10292309,0.11766882,-0.16574682,-0.52484095,0.14354113,0.50813526,0.025021534,-0.2508789,0.14410307,0.16942914,-0.23585443,-0.4238418,-0.29531255,-0.40053636,-0.45887783,-0.104343146,0.2427019,0.13768041,-0.15546985,0.0041263546,-0.13653477,0.55436116,-0.42694536,0.08777641,0.3247811,0.46208182,-0.09012313,0.04340595
miRNA_344,-0.25185755,0.032638613,-0.39492086,0.3080745,-0.25372916,0.17663905,0.39199832,-0.49127093,0.26906753,0.040836778,0.17215392,-0.111751504,0.5019631,0.30459255,-0.08152694,0.24219733,0.584023,0.052854337,0.27140605,0.39260072,-0.067394115,0.17668408,-0.18108444,0.51469475,0.12982614,-0.13719776,0.09411582,-0.27847716,0.12387256,0.065931104,0.14059979,0.6618044,-0.07185724,-0.056441605,-0.04080836,-0.3195719,-0.26383457,0.17697556,0.037998494,0.113264374,-0.4751741,-0.3845953,-0.15886217,-0.3367576,0.06573154,-0.13086334,-0.35687968,-0.17891291,0.5093714,0.07875338,-0.25522196,0.304511,0.020348486,0.052750062,0.20063289,-0.18423149,0.38752422,-0.020606117,-0.38433242,0.10768468,-0.058909148,0.1789445,0.22133219,-0.14917064,-0.2290185,-0.7646654,0.19497478,0.15138519,0.4457188,0.30984953,0.14654738,0.13560805,-0.08698723,0.27663103,0.45245266,0.13551705,0.117766604,0.3095678,-0.030567642,0.18590793,-0.8501364,-0.0718625,-0.13206236,0.19017504,-0.09851146,-0.33877897,0.46805084,-0.037026398,-0.16913761,-0.17106995,0.24750812,-0.19858402,-0.41213992,-0.24555382,0.28755456,0.37181216,0.047886122,0.09807278,-0.118982606,-0.16547987,-0.60227185,0.3870568,0.0814347,0.236486,0.0887583,0.3924351,0.11610598,-0.5595192,0.11197554,0.21046774,-0.32921067,0.0729846,-0.06619073,0.08149908,-0.4598491,-0.23368411,-0.12499475,-0.20922063,0.0975668,-0.06430107,-0.23877572,-0.09888684,0.29282472,-0.5363531,-0.6370482,0.32858628,-0.1065959,-0.20733091
miRNA_345,0.0058300365,0.0006775465,0.00061639585,-0.0032420065,0.0038616806,-0.0015766807,-0.0074857045,-0.0047026686,-0.0039754976,0.0036840998,-0.0055555403,-0.005234884,0.0001717899,-0.0069917794,0.001925867,-0.0029361062,0.0056515243,0.0019791555,-0.00096298754,-0.0067261867,-0.0035437495,-0.0045883358,0.0054134876,0.0016055945,0.0036486406,0.0023938362,0.00068232976,-0.006042538,-0.001701938,0.005912941,0.003028473,-0.00064031966,-0.0054721683,-0.00017505139,0.006177135,0.0047408286,-0.007372441,0.006132584,-0.0017388314,-0.0029657874,-0.003745228,-0.00033394806,0.002478188,-0.002753472,0.0050118566,-0.0051551126,0.006111728,-0.002630338,0.0036577005,-0.00014042854,0.0015376192,-0.0038431697,0.0018688496,-0.0056149606,-0.0062943175,0.002008343,-0.0015347712,0.005115086,-0.0033307448,-0.0006133374,0.0009617675,0.00314812,0.0030724537,0.00037299283,-0.0005527921,0.0052144397,0.0077242386,-0.006474901,0.002912024,-0.004557809,0.0055850297,-0.0027262326,-0.005457746,-0.0031261481,0.0072412547,-0.0068807304,-0.006635541,-0.005200725,0.0047706626,0.004114123,-0.0016021486,0.0037118345,-0.0029706322,0.0037972145,0.0048882365,-0.00093415193,-0.003601702,-0.0014062393,-0.005692728,0.0057053883,0.0039469134,0.0045323875,0.006364353,0.001253672,-0.0036990568,0.0033289585,0.0062176306,-0.0016700476,-0.0013996884,-0.0015003327,-0.0056187846,-0.00035272352,0.007572891,0.0001848843,-0.0049836766,0.0015845876,-0.0051775984,0.00174498,0.0054973047,-0.0006962903,0.0075706504,0.00047189556,0.00547795,0.006305104,-0.003656257,0.0074112397,-0.004083788,0.0050002653,0.0013936255,0.0062632114,-0.002168132,-0.007651152,-0.0017301943,0.0076309927,0.003147358,0.00045316853,0.00027370825,0.0039134994
miRNA_346,-0.0022941362,-0.0029848795,0.00021644123,0.0033084974,-0.005725369,0.0016024895,0.002808977,-0.006931478,0.0024398938,0.0073469765,0.004953714,0.0024832543,0.0030160248,0.005640054,0.002646869,-0.0014618058,-0.007439032,-0.007683806,-0.0026666932,-0.0073332842,0.0067367777,0.0060170833,-0.001452785,-0.0025787093,0.005815465,-0.0013317857,-0.0017174482,0.0043007396,0.004050331,0.005256286,-0.0032127649,0.00649336,-0.00069242157,0.0021003336,0.001568133,0.0076368246,-0.006323343,-0.001005888,-0.004957648,-0.0077356026,-0.00023998879,-0.007808706,-0.0043065343,-0.0026442036,0.007360719,0.002137825,-0.0050219987,0.005712729,-0.005882116,0.00071696006,-0.003931541,0.00019597448,-0.0009146612,-0.005538866,-0.00511544,0.005068332,0.0055429805,-0.004361687,-0.0072798748,0.0020700973,-0.0015513096,-0.004281467,0.0057140086,0.0071452465,0.0039554276,0.003628727,-0.0026454404,0.0012424402,-0.0008327048,-0.00018543005,-0.005348243,0.0035281926,-0.006731881,0.0065290052,-3.1951815e-05,0.00051430985,0.0041361805,0.0020712707,-0.00510107,-0.0067627896,-0.00245405,-0.0040942673,-0.0016263146,0.00758267,0.0029873513,0.007461246,0.0077701006,0.006909104,0.0044918414,0.0051314756,0.0032226965,0.0033861138,-0.0022683311,-0.004660206,0.0039359294,-0.0039127134,0.004317647,-0.0070336405,0.0056501906,0.007082805,0.005421918,0.0037967581,-0.00208731,0.006710196,0.0049377196,-0.00052100234,0.006855596,0.004875716,0.0041958634,0.0063467994,0.0050001033,0.0035760868,-0.0016523991,0.0048099197,0.0036795158,-0.0063680224,0.0027149096,-0.0061424077,0.005243592,0.0016641356,0.0016752854,0.0051460285,0.0009754617,0.007773062,-0.004862586,0.003956385,-0.0034495872,0.005470928
miRNA_347,-0.003646638,0.3153318,0.42596063,-0.12753016,0.49701956,-0.093032084,0.3017303,0.13071491,-0.068594575,-0.18060505,-0.006616399,-0.037900977,0.13028067,0.10436174,0.31945547,0.543911,0.105602585,-0.16184598,-0.036661226,0.24468836,-0.026540404,0.007868514,-0.10097633,0.5679254,0.5157645,0.057062533,-0.24675845,0.42608914,0.00037442445,0.12560466,0.1270966,-0.088161245,0.0898437,0.033851143,-0.5880432,-0.18228096,0.19418076,0.09315547,-0.12276389,0.09102138,0.16729634,0.008099711,-0.122080214,-0.12897219,-0.23668182,0.2520837,0.19187754,0.19374143,0.6523278,0.1279127,-0.0932733,0.12767623,0.0064373957,-0.03566289,0.018632153,-0.2368638,-0.12261176,0.089647785,0.0665627,-0.32552102,0.079442084,0.06834794,0.18956518,-0.6454602,0.28133848,-0.37840825,0.44145155,-0.13031805,0.21860047,-0.038537074,0.11627217,-0.15988423,0.14974296,-0.48086938,-0.47974446,0.42402703,0.45214614,-0.02555844,-0.41399196,-0.28750706,-0.29411837,-0.0755711,-0.20277941,0.40144068,-0.15287739,0.11036442,0.06422774,-0.61279655,-0.22594704,0.035164237,-0.60891354,0.030443873,-0.17765106,-0.069305286,-0.15871269,-0.13979478,0.16473255,-0.01033138,-0.110959016,-0.069407225,-0.39432997,-0.098818466,0.12123192,-0.09396814,0.20018557,-0.015903974,-0.23902753,-0.34072644,-0.01444214,0.3675591,0.22605704,0.21334119,-0.058391098,-0.22535212,0.28606498,-0.05238551,-0.13277721,-0.062355187,-0.012361315,0.2333108,0.12153363,0.12584591,0.016249245,0.26905188,-0.43801305,0.403133,-0.281992,-0.3334158
miRNA_348,0.028554793,-0.528132,-0.19557145,-0.056746226,0.35862416,-0.63114804,0.38352036,0.23445024,-0.014694884,-0.10740197,0.09823565,-0.13954034,0.55830234,0.36525348,-0.075037874,-0.12015289,-0.016346052,-0.23575892,0.1482085,0.3951712,0.5609759,0.07459868,-0.14723484,0.14305763,0.3984382,0.08454148,-0.14543003,-0.20460847,-0.14925556,-0.4354141,-0.2063412,-0.19543765,0.48964542,0.29024538,-0.19005208,-0.13444637,-0.23294489,-0.2499711,0.34129742,0.26533702,-0.13884397,-0.307929,-0.12712708,0.095977284,0.10024805,-0.21165527,-0.0037250894,-0.20451985,0.467481,-0.134469,0.2113937,0.0013066836,0.38123754,-0.008085219,-0.23986553,0.047210895,0.04617455,0.3707506,-0.22956516,0.22454108,-0.053556282,0.20995408,0.0014094755,-0.23372002,0.04066776,-0.18654238,0.30795503,0.39174038,0.23761712,0.11549181,0.19581048,-0.47218257,-0.0030610089,-0.49535653,-0.2436284,0.4214029,-0.2631171,-0.31522894,-0.640178,0.2671487,-0.12859873,0.26355487,0.010534841,0.4151453,0.0069469186,-0.25837448,-0.2138332,-0.2908157,-0.47323814,0.44275796,0.38491502,0.07664546,-0.15756163,-0.30141336,0.07907647,-0.46470585,-0.2687591,0.43061844,-0.4066707,0.040820405,-0.6150735,0.23661123,0.062838145,-0.055846877,0.26566532,0.27613807,0.41576624,-0.40744114,-0.040298462,0.18147445,0.30020642,-0.39738166,0.37915468,-0.4636487,-0.5733552,-0.037048746,-0.09725144,-0.15405837,-0.18647696,-0.47837925,0.12928487,0.5514484,0.2145466,-0.34157404,0.416993,0.3750822,-0.024759827,0.11734327
miRNA_349,-0.007528754,0.005200511,-0.0011589136,-0.00058181584,-0.005228279,0.001091877,-0.0059267823,0.007208327,0.0006392393,-0.007477587,0.005377235,-0.005763449,0.0067451745,0.006492151,0.0025533307,0.0018333513,-0.006121043,0.0039373524,0.0070431046,0.002613943,-0.0011073537,0.002180798,0.0028455444,0.007406695,-0.0048376713,-0.003147494,-0.005400369,-0.0007618908,-0.0031989682,0.005189901,-0.0039281007,0.00219593,0.005529776,-0.007217046,-0.0022273175,0.0062328354,0.007754758,0.0048953854,-0.0056724325,0.0047002155,0.001479106,0.005294664,0.005999334,-0.007135993,-0.0066103246,-0.0018712729,0.0064224117,0.0010730792,-5.4683536e-05,-0.0022408105,-0.0032769386,-0.002493821,0.0077157207,-0.001112666,0.0022725817,0.0034605954,0.0059599634,-0.0006832108,0.005608307,0.006708242,-0.0053573474,0.007696217,0.006950291,-0.001606835,-0.0002972167,-0.0040582567,0.0064310636,-0.0062419735,0.0058715027,-0.0061675757,0.005504323,0.0060079563,-0.0025008395,0.003762858,-0.00554882,-0.0047422107,0.0070190113,0.0025291312,-0.007529963,-0.006555766,-0.0025654305,0.0035027117,0.0061094835,-0.0071898643,-0.0015679821,0.0008499138,0.0049407687,0.0003914032,0.0070696753,-0.0041637607,-0.002394911,0.004919596,0.0026558992,0.003350513,0.00758446,0.005495865,-0.0056930464,-0.0012544692,-0.0048518553,0.0021175742,-0.0036882777,0.0022779275,0.00031878985,0.0012531355,-0.00072844326,-0.0035920348,-0.0070021544,0.005495403,-0.0015369523,0.0064343847,-0.005260285,-0.0023621786,0.0032190792,-0.0057346877,0.0001805611,-0.00561277,0.0036994144,0.00050074793,0.0026778672,-0.0057945903,-0.004518658,-0.00298585,-0.0057360604,-0.004514383,0.000478236,0.005888989,0.0075389463,0.0030422714
