,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127
miRNA_205,-0.22099476,-0.15746623,-0.02493003,-0.13048793,-0.215372,-0.318654,0.23611806,-0.22899725,-0.05907325,0.24461466,0.31064066,-0.071192406,-0.1905669,0.054127205,0.020363074,0.11938409,-0.06705966,0.10951497,-0.3107553,-0.058151938,-0.08955842,0.19155055,-0.18590502,-0.01383901,-0.11939452,0.15478039,-0.24010696,-0.35446507,0.035082836,0.007798004,-0.28571475,-0.35618123,0.15057959,-0.059449606,0.043195702,0.23101135,0.10616861,0.2356139,0.14717583,0.008496041,0.20035852,-0.13392133,-0.052719854,-0.15753207,-0.2797865,0.110800035,0.11898505,-0.11518683,-0.0536067,-0.061772563,0.01907816,0.19418198,-0.033487592,-0.0026409265,0.30818602,0.1250258,0.23140778,-0.015949,0.19977044,0.17883189,-0.092724584,-0.3095035,0.044899806,0.08772372,0.077134185,-0.18486859,0.15426667,0.048122186,-0.23157582,-0.19429396,0.08509549,0.07278977,-0.113367334,-0.20854047,0.07503953,-0.20342973,0.13361932,-0.078053564,-0.045622088,0.06718266,0.019517757,-0.038516004,-0.20797274,0.21659103,0.10104908,0.010278913,0.040791262,-0.13569708,0.1313605,0.104544036,0.0354491,0.15214646,-0.12208431,-0.11020397,0.13518526,0.18166524,0.18450005,-0.28809065,-0.10735647,-0.16951375,-0.15204352,0.12550375,0.15148456,0.07291121,-0.16316906,0.24545197,0.18395114,0.047536556,0.071382165,-0.22662298,0.010985392,-0.045794997,-0.104672946,-0.0570351,-0.021243915,-0.08561909,-0.18712653,0.19394146,-0.124931306,0.045298092,-0.10246138,-0.028316641,-0.21959452,0.13727948,0.054533828,-0.03296962,0.028305296,-0.08962401
miRNA_206,-0.0023674406,0.0037547406,-0.006318299,0.007730374,-0.00053858384,-0.003881516,0.007302778,0.0023588538,-0.007482374,0.0073011573,0.0025373083,0.0057471227,-0.0061409343,-0.0029894225,-0.0048638433,-0.007784242,0.0016218163,0.005423896,0.0011523999,0.0041971803,0.0019085817,0.006150473,0.005205717,0.00568578,-0.006081702,-0.0009206105,-0.0072958637,0.005475698,-0.006783543,-0.0020956378,0.0061420966,-0.0025023725,-0.00733649,-0.0020993743,0.0033453293,0.0043584574,-0.0053738225,0.00724357,0.007543238,-0.0065528434,9.332597e-05,0.005866194,0.0048883166,0.0025227703,-0.0043587703,0.0033434108,0.0055918153,-0.0038061664,0.0011916962,0.0026130788,0.0008593593,0.0037212707,-0.0013810396,0.002220951,0.007353587,-0.006852621,-0.0005241763,0.0039487313,0.0024028048,0.0029237792,-0.0041785035,0.0011517033,0.0034818463,0.0021159202,-0.00022195652,0.0005655084,-0.0035714917,-0.005017359,0.001447605,-0.0011157822,-8.767098e-05,0.0024208613,0.0022209845,0.006199157,0.0062892064,-0.00018136017,-0.0027061645,-0.002401298,-0.0056181997,-0.0077067893,-0.004903825,-0.006525036,-0.005131386,0.0022251345,0.0020979308,0.0008888338,0.004803892,0.0020848997,0.0068037845,-0.0049010348,0.006725073,-0.004422566,-0.0034155864,0.0064312443,-0.0022012498,-0.000609152,0.0064405277,-0.00294126,-0.0069956854,0.0030172784,0.00073455274,-0.004396502,-0.006704597,-0.003336696,0.0072123464,-0.00592798,-0.00026756898,0.0036457032,-0.0022339523,0.00508745,0.006107725,0.0016563665,0.0053288415,0.0021294858,-0.0031471401,-0.006676117,0.0053880364,0.00547231,-0.007017847,0.002348613,0.0037376322,-0.0017761849,0.0004274659,0.00096217357,0.0012645796,0.007395182,-0.005716631,-0.00057467073
miRNA_207,0.073265724,-0.09904723,-0.108905695,-0.08075584,0.12983994,-0.17668132,0.2672755,-0.119109996,0.038423575,0.24291098,-0.08642518,-0.1662091,0.03178677,0.055726368,0.25443605,0.16541392,-0.062330972,-0.052658502,-0.024879111,0.014532272,0.11255868,0.16513099,0.2566486,-0.22406656,-0.039439943,0.2240363,0.079293676,0.06905206,0.026308864,-0.21562058,0.15557437,0.09338627,0.031277385,0.19335763,0.010637453,-0.070494086,0.22148134,0.056988075,-0.08767889,-0.005406378,-0.12392647,-0.03542352,0.14947993,-0.16568016,-0.020835942,-0.17136647,-0.011070505,-0.076460786,-0.20411077,0.07832977,-0.027435778,-0.15569352,0.071725555,0.075912684,-0.11374496,-0.05117845,0.16417365,-0.2194534,-0.049576756,0.072720036,0.020665843,-0.04461727,0.093991384,0.14111593,0.21717925,-0.078224055,0.20327479,-0.031642597,0.22613621,-0.13824625,-0.13583317,-0.09630501,0.1312022,-0.21735962,-0.16644089,-0.03485453,-0.044815883,0.03323624,-0.046276968,-0.15195195,-0.023490692,-0.10756337,0.16240881,0.3344894,0.2549413,0.16527748,-0.033741828,-0.3059739,0.14662129,0.13381504,0.1661421,0.26446554,-0.05326039,-0.12717442,0.45939025,0.08499103,-0.1379425,-0.12163097,0.009792956,0.004612477,-0.100549616,0.0137700075,-0.22427008,0.24859524,0.16617855,0.063174985,0.04821229,0.015395284,0.102822326,0.05203646,0.03872172,-0.20595689,-0.033633962,0.15687586,-0.16919112,0.00020137195,-0.1779269,0.4209296,0.13560492,0.01667021,-0.056957185,-0.11072058,-0.26888976,0.011681066,-0.023087753,-0.12604168,-0.05424483,-0.15355164
miRNA_208,-0.13279752,0.08153659,-0.21199751,0.124752276,-0.23252964,-0.12777178,-0.16875616,0.24575554,-0.13359243,-0.16712667,0.4607443,-0.17955609,0.19033195,-0.044228062,0.26514813,0.20530748,-0.32952768,0.23878883,-0.3385525,0.31486025,0.08499383,0.059157148,-0.059697133,-0.09133731,-0.33379948,-0.06477645,0.005070193,-0.04196249,0.23702663,-0.15902203,-0.011210867,-0.37949857,0.38682058,0.16339675,-0.08732283,0.2484661,0.03198393,-0.27919835,-0.18632922,-0.21606381,0.012229426,-0.03454868,-0.26535156,0.013735759,0.026563708,0.03570444,0.046819378,0.095387734,-0.4343855,3.9636354e-05,0.018221749,-0.013199447,-0.21436498,0.51967496,-0.42531648,-0.2103928,0.10552297,-0.14674212,0.058842994,-0.0068434747,-0.0070252875,-0.22561926,0.13546862,0.23093647,0.34653562,-0.19909912,0.21803011,-0.057697367,0.058334082,-0.06607245,-0.0030593397,0.29239026,0.016572475,-0.25233525,0.21331444,-0.27564028,-0.14905927,-0.17346218,-0.2708791,0.21479234,0.04649729,-0.33199117,-0.14502144,0.25596663,0.099385515,-0.09726325,-0.064632885,0.056110866,0.051391765,-0.026652625,-0.046044823,0.2613913,-0.13801417,-0.016063754,-0.021705361,0.07614114,-0.16368097,-0.118764,-0.11791405,-0.081683405,-0.17273346,-0.042659167,-0.046842135,-0.08337581,0.13417366,0.17625214,0.094883576,-0.11371244,-0.16684714,0.26854384,0.12594323,0.06685366,-0.080754,0.012874772,-0.21147744,-0.031315222,-0.34601775,0.15311055,-0.02895571,0.096760534,-0.19202824,0.15439057,-0.100395486,-0.024680806,0.15489662,0.31201535,-0.14514165,-0.15757245
miRNA_209,-0.11475012,-0.21566994,0.17741041,0.38606685,-0.023837045,-0.13980077,-0.06185466,-0.050801307,-0.11157221,0.006650826,0.3241999,-0.07461493,-0.35513175,-0.09678867,0.30531254,0.061590802,-0.07941146,-0.28837675,-0.24741903,0.17739688,0.1709957,-0.21024698,-0.29125476,-0.35920745,-0.25331807,0.37641925,-0.21942943,0.08239936,-0.013224164,0.09440157,-0.21141446,0.04033311,0.030846791,-0.13529783,-0.053725682,0.12828565,0.06766459,0.0054321545,0.03630058,-0.011544692,-0.011029365,-0.051661905,0.06614685,0.041498818,0.1277233,0.28718448,0.2272519,0.101236366,0.13444713,-0.10776059,0.3564782,-0.01189654,0.24723029,-0.115117766,0.010408746,-0.09381342,0.07486149,0.16070867,-0.017179238,0.042802695,-0.21889028,-0.11999933,-0.30776018,0.28111884,0.11612619,-0.042455498,0.014252674,0.13894552,-0.20245172,-0.27172464,-0.26071787,0.0036766275,-0.11982904,-0.06729118,-0.013026017,-0.19520567,-0.004048016,0.38246933,-0.050494287,0.15581548,-0.17468446,-0.076545656,0.098928325,0.15666696,0.14729042,0.077931225,0.19836225,-0.12149629,0.16132978,0.053755317,0.10944948,-0.16996174,0.054990903,-0.0022954633,0.13083488,0.03789267,-0.08098265,-0.31840053,0.056785185,0.02739071,-0.08881808,-0.16229846,0.09477349,-0.10930927,0.24309956,0.0059408234,0.02913299,-0.03358502,0.08924945,-0.13790017,-0.22797441,-0.025472544,-0.2960907,0.07529103,-0.06702414,0.26148504,0.07794978,-0.0505554,-0.15488411,0.2936462,-0.34918916,-0.42798522,0.0034566857,0.1691374,0.020663321,-0.0109743215,-0.022663891,0.096346796
miRNA_210,-0.105560444,-0.023119064,0.118320696,-0.055624824,0.056449044,0.033345796,0.22640276,0.11951153,0.1744858,0.30290526,0.17144656,0.056026325,0.04279302,-0.35803536,0.0027592396,0.15882446,-0.29543573,0.04239733,-0.23360045,0.11775896,0.24090716,0.07913589,-0.04107716,-0.32379666,-0.2620376,0.14697026,-0.05174233,-0.19322217,0.18622291,-0.075079024,-0.14244525,0.19664708,0.06851031,-0.08714665,-0.1486952,0.100211084,0.04973231,-0.08846297,-0.17201363,-0.0066845613,0.05820156,0.15862091,-0.23453557,-0.046779867,0.19696783,-0.01831041,-0.13965209,-0.32630864,-0.061814565,0.11234079,0.041482545,0.15411812,-0.045125265,0.041471083,-0.00867417,-0.1395484,-0.051322762,-0.049718667,-0.059152693,-0.26024497,0.04527216,0.08335986,0.41650543,0.2920839,0.20562752,0.1576997,-0.031121232,0.108265,-0.019396584,-0.019328922,-0.42032608,0.34173733,-0.2548128,-0.17878932,0.005569912,-0.17627765,-0.07310395,-0.02229968,0.08976823,-0.080857545,0.032009438,-0.17003755,-0.022843724,0.09946307,0.061226666,0.2559981,0.2538836,-0.2900012,0.08791846,0.2205411,-0.013678614,0.12254815,0.1287511,-0.09779254,-0.1474596,-0.058222324,-0.031036349,-0.17724557,-0.16077031,0.041442074,0.0018031199,-0.2176977,-0.1673695,-0.03298578,-0.028364688,0.2126724,0.020923397,0.02594828,-0.2807607,-0.14337128,0.20100918,0.3122217,0.16727327,0.15317906,-0.29085407,-0.08236035,0.46091828,0.01885857,0.061838005,0.10506479,-0.28648087,-0.05913166,-0.004629789,0.0348532,-0.14449126,0.011605346,-0.19851089,-0.15624529
miRNA_211,0.36283132,0.05302142,0.08176689,0.36440304,0.14372316,-0.11531028,-0.26822844,-0.20592557,0.062239006,0.23423827,0.10031574,-0.032237094,-0.05106919,-0.35269713,0.13452098,-0.12368207,0.02956691,0.0180212,0.02819908,0.13351132,-0.03388842,0.30306694,0.068722956,0.057890818,0.051453967,-0.18584144,-0.067803755,-0.16258578,0.11681009,-0.34575436,-0.14964111,0.29231906,0.04298268,0.1747439,-0.22701657,0.18384914,0.24226318,0.15982595,0.039883107,0.01887337,-0.090653196,0.36815858,-0.26551217,-0.03828645,0.2537258,0.113322586,-0.24728347,-0.02637739,-0.17564903,0.1804833,0.17885032,0.06580296,0.006973664,0.5538531,0.2661878,0.101916365,-0.2726655,-0.12646657,-0.054115653,-0.08781577,-0.03791304,-0.16925855,0.36837605,0.263264,0.23886299,0.10967735,-0.0032895731,-0.36070356,-0.21892734,-0.27657905,0.3504867,0.13065542,-0.1599777,-0.22662269,0.027445555,-0.231892,-0.6020009,-0.1131311,-0.35082868,-0.30028313,-0.11310469,0.018311162,0.13424765,0.11163137,-0.10239385,0.0703055,0.11234725,0.18382367,0.15797389,0.2822818,-0.35079855,-0.11314863,0.27538675,0.58293515,0.17075308,0.006606445,0.062474996,-0.40881273,-0.18282586,0.11122711,-0.3282523,0.17003317,0.048724245,0.09295684,-0.13870014,-0.15771079,0.14529905,-0.046291646,0.17950195,0.027948825,0.14005701,-0.059486657,0.15891232,0.13865189,0.12278804,-0.03926149,0.1458562,0.18208045,0.21912031,-0.113325566,-0.38665575,0.12618892,-0.0921175,-0.1750011,-0.115292415,-0.2009521,0.20624854,-0.079297446
miRNA_212,-0.00014412776,-0.0053576417,0.0068425387,-0.0002679713,-0.00031642616,-0.00729738,0.0029217843,-0.005029021,-8.814223e-05,0.0012626555,0.0041271336,-0.0054154955,0.0019514393,0.0038312525,-7.4710697e-06,0.00462942,-0.0055351816,-0.0071125124,0.006051002,0.0008979142,0.004650127,0.0012890194,-0.0035883114,-0.0020962171,-0.004986841,-0.005944457,0.002903359,-0.0003074985,0.003032038,-0.0029972754,0.0067352057,0.0017892458,-0.0073027704,0.0066116787,-0.003689045,0.0010152049,-0.001983177,-0.00040678307,0.007071322,0.0070374105,-0.0023826193,-0.0041497536,0.0073307715,-0.0012834035,0.006180253,-0.00092142634,-0.006331565,-0.0015537888,0.0049867965,0.0074647665,-0.0024300423,-0.005554434,-0.00372863,0.0031258669,0.0014986712,0.0071546007,0.00071212836,-0.0020724218,0.00681282,0.0051725376,0.0046603493,-0.00045838766,-0.005035678,-0.0057620164,-0.0033826903,0.005569797,0.0012408998,-0.0060346983,-0.0038992353,0.0007727109,-0.00031849183,0.006404016,-0.0026556272,-0.004100401,0.0070513915,0.003189383,0.0044747423,0.0017738435,-0.0071208216,-0.0072980095,0.004762914,0.0015230961,-0.0062726736,-0.0031924825,-0.005317282,0.0072234273,-0.0068279,0.006698869,-0.0002903305,-0.0018988531,-0.0039467495,0.0008581076,-0.006437961,-0.0031140689,-0.0012028273,-0.0011928026,0.005886931,0.00022388622,-0.006464159,0.002145905,0.003916541,-0.0075665917,0.004512176,0.0048141386,0.0029031113,0.0011123586,-0.007107822,-0.007630931,0.0032936763,0.00018651783,-0.0025916044,-0.0070641134,-0.0041621886,-0.0034091137,0.007026909,-0.0016449578,0.0038767252,-0.00033788756,0.007209379,0.0035139173,0.0019185506,-1.9459054e-05,0.0063184835,0.0010303073,0.0007214248,0.005757982,-0.0002175998,0.002594605
miRNA_213,0.05146815,-0.24151355,-0.13818704,0.04966284,0.056011636,-0.51671785,-0.10713602,-0.26704654,-0.10077018,-0.2901524,0.007383139,-0.07163787,-0.06309543,-0.15474801,-0.0046233097,0.19409414,0.1294735,-0.00024665045,-0.022031981,0.14118956,0.15888129,0.10237577,0.15595147,-0.24457788,9.51736e-05,0.25948608,-0.01457814,0.07409425,-0.15426756,-0.0476372,-0.124380715,-0.04728125,0.05294956,-0.03775995,0.17285426,0.2564045,-0.04105877,-0.06476032,0.18889453,-0.12836361,-0.14264572,-0.020707887,-0.18591939,-0.02163588,0.030388698,-0.04968789,-0.011901748,-0.103030935,-0.23319595,0.032081924,0.18782431,-0.24020658,0.111067675,0.18905397,0.09240206,-0.0207021,0.27844515,-0.42892513,-0.028535575,0.008396065,-0.07003669,-0.010441145,0.086549364,0.1164295,0.014217958,-0.3169314,-0.05406014,0.014561761,0.14800982,-0.25613162,0.059269648,-0.20099638,-0.03946456,-0.12402712,0.04829389,-0.000617293,-0.24714977,0.075564966,-0.13716356,-0.12040667,-0.2177345,-0.003320951,-0.19112034,0.26268914,0.15610059,0.091737345,0.0047199144,-0.04807504,0.101720646,0.26466534,0.10025845,-0.026696779,0.15865709,-0.006651825,0.37601614,0.040608767,-0.23234898,-0.099835634,0.06861356,0.03393038,0.048572965,0.22620083,-0.09280627,-0.070002764,0.054095894,-0.029892549,0.095703386,0.043355793,-0.061162915,0.13246784,0.25648412,-0.31556803,0.0843678,0.10298193,-0.19981985,0.037679523,-0.10230364,0.19923383,-0.076241545,0.09310954,0.022802705,-0.15873007,-0.21010354,0.18496789,-0.24077642,-0.017500363,0.09178829,-0.019095542
miRNA_214,-0.0010789484,0.000694504,0.0039501786,0.003195595,0.00020373426,-0.0047947187,0.0019178689,-0.004631318,0.0043034963,0.0076264106,0.004505161,-0.0014415532,-0.002891874,0.001842415,0.00748026,0.0012278035,-0.0021204501,0.005328417,-0.0017192531,-0.00411319,0.0033578277,0.0044750795,0.0017701052,-0.003176801,-0.004735049,-0.007101534,-0.0021857005,-0.0045062248,0.0069169346,0.0025124103,-0.0060310755,0.005811291,0.00091635436,-0.003889121,0.0038165823,-0.000388477,-0.0072168224,0.007408593,0.0042733084,-0.0029919706,0.007456176,5.863607e-05,-0.0013703126,-0.0034540128,0.0016085394,0.00012191944,-0.0015250277,0.007292509,0.00012467988,-0.0015561692,-1.8849969e-06,-0.0008244179,-0.0062177666,-0.0024901126,0.0022792723,-0.0046621747,0.004125379,-0.0020571277,-0.0016073864,-0.006809866,0.004240636,0.0005408302,0.0032420028,-0.0033781081,-0.000479538,-0.0021839049,0.0011438187,0.0044068266,-0.0020860434,-0.0015338007,0.006058041,-0.003928872,0.00084323063,0.005407218,0.0023414623,0.007245239,0.0072047506,-0.0018085241,0.0072226916,-0.007288672,0.00076613016,-0.0018733256,0.005789686,-0.0040682703,0.0023640655,0.003430264,0.00048751757,-0.0008123126,-0.001299493,0.006089641,-0.0006282553,-0.007666312,0.0065357685,0.0011525657,-0.0005707871,-0.0020790957,0.0062679667,-0.0022925418,0.006409744,-0.0034709815,-0.003159687,-0.0036958493,-0.0069829375,-0.00016267225,-0.005663678,0.005185539,-0.004157275,0.0039191023,-0.001779804,0.0019853264,-0.005206842,0.0047410764,-0.0027602464,-0.001819903,0.0024876222,0.007607272,-0.0017136857,-0.007269863,-0.001548145,-0.0025621057,0.0049568843,0.00203502,0.004094312,-0.001904374,-0.006127987,0.0019920338,0.0039234553,-0.0033946242
miRNA_215,0.11783662,-0.21044193,0.25974524,-0.067318566,-0.010858954,-0.16746832,0.14123167,-0.16769992,0.16383466,0.30346572,0.2749783,-0.15144631,0.10549778,-0.06425378,0.16150326,0.2212503,-0.20182171,0.06185728,-0.13172144,-0.017963016,0.1620883,-0.045030195,-0.050110757,-0.21979696,-0.20711437,0.17854206,0.020509847,-0.22646238,0.45259997,0.020575682,-0.03286208,-0.22206326,0.0942815,0.01455853,-0.042720314,-0.120235875,0.26242396,-0.12090548,0.11787729,0.13472262,-0.34035426,-0.07511734,-0.31795117,-0.060196575,-0.08869796,-0.21808954,0.21158719,-0.050612535,-0.072984636,0.033829506,0.3205844,-0.019823914,-0.24392034,-0.24270763,0.07772389,-0.012823778,0.08814412,-0.0523279,-0.014539688,0.15579179,-0.21392284,-0.01640826,-0.031883325,-0.07031784,0.21066867,0.23904271,0.07162895,-0.17037398,-0.037260886,0.050604496,0.054415073,0.00863917,-0.31811628,0.09118855,0.03962952,-0.065409735,-0.06631463,0.1275543,0.019363204,-0.08096644,0.029623711,0.16381519,-0.2190992,0.16852377,0.15484686,0.27437282,0.32392177,-0.004160455,0.26250607,-0.0073743816,0.016985416,-0.034674127,0.05674232,0.05470228,0.23696078,-0.03242773,-0.18275417,-0.15102074,-0.035270173,-0.028910287,0.25172663,-0.24969482,0.10645831,0.12882683,-0.0191247,0.07236896,-0.09251154,0.18463595,-0.231742,0.03356535,0.27449778,-0.3540997,0.08273222,0.032943852,-0.14242168,-0.04750543,0.16423087,0.016637176,0.31483832,0.14904152,0.049179196,-0.20318045,-0.111448474,0.018653465,0.2194644,-0.029817233,0.012746107,0.067038566
miRNA_216,0.0039735287,0.0017597117,-0.0074892603,0.00021908619,0.004392972,-0.0011858158,-0.0021583587,-0.0055524968,0.0068908706,-0.0017302912,0.0027190913,0.0006435346,0.006981531,0.00337209,-0.006988123,0.006542066,0.007146921,-0.0023865532,-0.002198128,0.0023232698,0.0020596497,-0.0009707045,-0.002695486,0.0034456644,0.0073092133,-0.006248651,0.00221508,-0.00755932,0.003753733,0.006474279,-0.0021797288,-0.006129589,0.0056330226,-0.0011536647,0.0073975082,0.003413424,-0.0073175654,0.0042268336,0.0056274068,-0.006579943,0.0065031163,-0.003471315,-0.0039456617,-0.0071141906,-0.0076215807,0.0077743996,0.0011041332,0.0020510815,0.00714604,-0.005689051,0.005635094,0.0077105146,-0.003157543,-0.0027298816,0.001299724,-0.007391667,0.005639635,-0.005684288,0.005622022,0.0076863356,-0.0047396384,-0.00022909418,0.0025441498,0.0029144324,0.0051628146,-0.00012285262,-0.0014722832,-0.005788302,0.0052720215,0.0052138697,0.0022124294,0.0035505164,0.0015947036,-0.0007519778,0.003847612,0.0006311387,-0.0049569663,0.0033905357,-0.00031499378,0.0074552204,-0.004498441,0.005777564,-0.0067439973,0.0018610954,0.003356617,-0.0069776606,-0.005892953,0.005100131,0.0066047255,-0.0024642162,-0.004056288,-0.006877104,0.0038163774,0.0031158607,-0.0074433647,0.0032203756,-0.0022513587,-0.00518878,-0.006037997,-0.0075718947,0.0047900304,-0.0015545804,0.005632492,0.006081216,-0.0034307837,0.001163723,-0.0031341352,-0.006071819,0.0064301714,-0.0012614708,0.0059138704,0.004878953,-0.0024105664,0.005133016,-0.0052184574,-0.0077152587,0.0073203873,0.006165646,0.0030851904,0.0069223456,-0.0026115999,0.0044171214,-0.006310353,-0.0063419845,0.0013735201,0.0017477237,0.0014936775,-0.0007034056
miRNA_217,-0.13908595,0.20407526,-0.017597986,0.12335272,0.24315736,-0.48034698,-0.026616432,0.41096032,0.5389192,-0.1194586,0.10355479,0.18099843,0.017211135,-0.3001643,0.08021394,0.12466261,-0.08901486,0.19131808,-0.019649316,-0.0154770445,0.2726941,-0.08452914,-0.053651422,0.006785928,-0.37613374,0.029197918,-0.42840186,-0.2713977,0.09069456,-0.10676368,-0.20737639,-0.042842574,0.18764347,0.14846991,-0.06270426,0.15568732,0.13334282,-0.3549148,0.03907422,-0.119420126,-0.012053876,-0.16127013,0.0057134433,-0.2383418,0.2165438,-0.13352406,-0.21161978,0.059300624,-0.13216923,-0.11035848,-0.26785815,-0.36972418,0.014885979,0.49967307,0.008642414,0.18226518,0.010612336,-0.07473171,-0.15277004,-0.15678217,0.11040903,0.101602584,0.05649537,0.20117599,0.09455722,-0.22587474,0.11766003,0.3388428,0.16884863,-0.03312024,0.41382882,-0.18774098,-0.21690056,-0.011899782,0.14388458,-0.1830401,-0.0012142606,0.15168248,-0.19864725,-0.38277078,-0.08400543,-0.58045435,0.07608344,0.21097055,0.14092489,0.2608769,-0.22256614,-0.046226114,0.02655572,-0.029003782,-0.24470632,-0.06512743,0.1544398,0.40434667,-0.17253262,-0.16484995,-0.07905917,-0.19028595,-0.27857706,0.23281875,0.10441332,-0.08174,-0.14236633,-0.13649294,-0.058803156,0.018800283,-0.16797008,-0.07001015,-0.45398274,-0.11016863,0.27291754,-0.11302429,-0.10003266,-0.040107973,-0.28592792,0.022007901,0.10991772,-0.0035257346,-0.17076561,0.06905985,-0.25627628,-0.19740853,0.08772837,-0.098268434,0.4093773,-0.1962737,-0.073678255,-0.1556958
miRNA_218,-0.2323303,0.049054153,-0.04714433,-0.090365134,0.29556492,-0.08184291,0.052303053,0.0057747387,-0.09668368,0.004059636,-0.007080245,-0.07379319,0.13979003,-0.1097618,-0.051806565,0.11798749,-0.024731884,0.06548743,-0.3678372,0.1814234,0.16968387,-0.07805585,-0.34144527,0.13863027,-0.1324673,-0.19148676,-0.13068159,-0.09747723,0.051711872,-0.2497052,0.062691204,-0.09143528,-0.19520767,0.117211565,-0.10143291,0.5102955,-0.063686594,0.14243302,-0.1025582,-0.20529923,0.22763303,0.18684328,-0.15754929,-0.18628219,0.24466869,-0.26688805,-0.045006257,-0.069361694,0.07573959,-0.14675687,0.21459955,-0.15205143,0.07825057,0.4389704,0.14485604,0.072853774,0.029931856,-0.2042152,-0.055461254,0.16257662,-0.09890221,0.2262449,0.40077767,0.020502271,-0.2106425,0.09626354,-0.103126876,0.22732407,-0.23352459,-0.39620212,0.3027765,-0.44840142,-0.17278774,0.05052071,0.04773998,-0.3675854,-0.29032037,-0.042932473,-0.26366588,-0.16675101,-0.3160329,0.057727486,0.11026392,0.25006488,0.047300015,0.12056706,-0.10407949,-0.30700848,0.4052017,-0.056012947,0.0010019762,-0.13933595,0.19964163,-0.08155562,0.080592446,-0.26172045,0.08036856,-0.003143288,-0.18901172,0.19281262,-0.090396754,0.13415357,0.16607258,0.121946394,-0.1761662,-0.24821144,-0.26052716,0.2596357,0.0035555267,0.007478877,0.1386033,-0.2508316,-0.06702331,0.3589612,-0.1461108,-0.079497874,-0.048154812,-0.08360376,-0.1472427,-0.04990019,-0.0032618071,-0.24693869,0.28379935,-0.06520293,-0.12015694,0.24438357,-0.17594147,-0.28612548
miRNA_219,0.30534637,-0.17651322,0.09596926,0.17342277,0.104205355,-0.2875694,0.1906331,0.1804559,0.2937871,0.06200794,0.2075941,-0.2103383,0.18736771,0.067914024,-0.015870823,0.0800072,0.03281997,-0.06563194,-0.017597392,0.18393207,0.016884333,0.15548941,-0.058424193,-0.1272548,-0.45858034,0.12915194,-0.10594879,0.039896082,-0.10718521,-0.13316867,0.039026644,-0.17194594,-0.19738448,-0.2024321,-0.17297348,0.13240336,0.13546546,-0.25186318,0.3146536,0.12956196,-0.13405327,0.023035673,-0.24883936,-0.20725536,0.17592607,-0.2914656,-0.091296,0.3456624,0.121742986,0.017785793,0.056764357,-0.012708046,0.03434507,0.06706793,0.017420227,-0.057072256,0.35322624,-0.0052356496,0.083878845,0.012076238,-0.09565791,-0.0517626,0.05069606,-0.06632256,-0.01574907,0.20733325,-0.050619174,-0.022456182,0.08587875,-0.16225769,0.3197842,-0.18160093,-0.320164,-0.47479412,0.07599112,-0.16086435,-0.09568837,0.059622034,0.021354634,0.028815126,-0.08844695,-0.0068375394,0.14707218,0.01396794,0.17370063,0.088062756,0.076903805,0.15976536,-0.07356093,0.14816321,0.013097832,-0.038879372,0.11863383,0.09363336,0.29670542,0.27771372,-0.3201549,-0.09447829,-0.10368563,0.1522464,0.014899848,-0.13672534,-0.18870363,0.04367566,0.06389136,-0.008937774,0.009143746,0.058983,-0.1790472,-0.21391949,-0.088810876,0.0046392097,0.015093675,0.07102756,0.13562004,-0.08386687,0.19962104,0.30806774,-0.11081839,-0.016437162,-0.08428898,-0.06893054,0.033009697,-0.03394525,0.027929088,-0.25648436,-0.07911681,0.3488093
